0	0	0	0	0	0	0	0	0	1	1	0	饭我想去找你但是答应了别人要活到暑假的失望我真的好自私啊不顾他人的想法哈哈哈失望去哪跳楼好呢
0	0	0	0	0	1	0	0	0	0	0	0	我突然间觉得我没有一个朋友，因为我心里的那些话，我一个朋友不敢说，好像我说了，他们也不会真正理解我的处境。
0	1	0	0	0	0	0	0	0	0	0	0	我好累..真的好累..考试永远过不了 我不能拿我前途去赌 我好害怕
0	0	0	0	0	0	0	0	0	1	0	0	饭饭，我有些熬不住了。我受不了自己明明很悲伤却要笑着面对生活的样子。我讨厌别人否定我的努力，我讨厌他们伤害了我却又当作什么事都没有发生的样子。我要人格分裂了。两个都是我，但一个是假笑的玖娘，一个是阴暗至极的玖娘
0	0	0	0	0	0	0	0	0	1	0	0	我总是在逃避 我好没用
0	0	1	0	0	0	1	0	0	0	0	0	被洗脑花了1000多块钱，我真的好想捅死我自己
0	0	0	0	0	0	0	0	0	0	1	0	是我自己把自己过得一团糟
0	0	1	0	0	0	0	0	0	0	0	0	所以觉得自己太不孝了 可我也痛苦 每天都折磨的要崩溃 我也很累
0	1	0	0	0	0	0	0	0	0	0	0	我好想死我又不敢死，我压力真的好大。为什么他们都不相信我我说我很难过他们都不在意。我的存在是不是真的没意义。
0	0	0	0	0	1	0	0	0	0	0	0	我的情绪是靠药物在维持 一断药就完犊子
0	0	0	0	0	1	0	0	0	0	0	0	發現有些人根本沒有真把當你朋友，朋友有什麼用？當你真出事時也不見得幫得上什麼忙，最多安慰下你僅此而已。
0	0	0	0	0	0	0	0	0	1	0	0	好多时候觉得我好累啊 感觉自己像个小丑 我希望没有人能看到我这条评论 这样就没有人知道我有怎样的情绪了
0	0	1	0	0	0	1	0	0	0	0	0	饭，好久不见。我想和他分手了。我不知道该如何处置自己了。怎么办啊，我好想和他吵架啊。
0	0	0	0	0	0	0	0	0	1	0	0	活得好失败
0	0	0	0	0	0	0	0	1	0	0	0	还是想说一句 如果你根本没有那么大的决心 就别去碰那些孤独且一个人孤独的姑娘&nbsp;&nbsp;因为你的一时兴起 想做一个伟大的救世主 而把她推向更深的深渊 那样你真的该死
0	0	0	0	0	0	0	0	0	0	1	0	饭饭，我觉得我手欠了。开完会，剩一个领导和他下属还没离开会议室，我就顺手关了灯，这一点也不尊重领导😢。事后回去会议室取东西的时候，听到几个服务人员（女）在里间说“那个姑娘关了灯怎么不把门也锁了”，可能我一点都不懂职场生存规则😢。
0	0	0	0	0	0	0	0	0	1	0	0	你知道我有多么讨厌我自己吗 虚伪的人际 让我觉得自己是个扮演着恶心角色 却抽离不出来 还要陪这世界一起笑
0	0	0	0	0	0	0	0	0	1	0	0	我太差了
0	0	0	0	0	0	0	0	0	1	0	0	真实讽刺，对他的女儿那么好，还用我的东西，哈哈哈哈哈真的很好，我不是好人，做不到不迁怒，新来的人都知道我的碗和筷子不一样，家人却一点也不在意，无所谓了
0	0	0	0	0	0	0	0	0	1	0	0	饭你好啊，我虽然没有去医院看看我是不是有抑郁症，但我讨厌我的懦弱，无能，好玩，内向，而且似乎已经没有办法彻底改变了。但我觉得好死不如赖活着，希望我一直坚持这个道理吧嘻嘻鼓掌
0	0	1	0	0	0	1	0	0	0	0	0	昨天清明上坟，突然意识到爸爸走了已经6年了…………最近又经常跟男朋友吵架 工作压力又大 突然好崩溃 偷偷躲在房间里哭 都不敢让妈妈听到 我好难过 饭饭你带我走吧……我好累
0	0	1	0	0	0	1	0	0	0	0	0	一上班压力好大&nbsp;&nbsp;好痛苦&nbsp;&nbsp;真的好难受&nbsp;&nbsp;扛不过去
0	0	0	0	0	1	0	0	0	0	0	0	不会好了 不会
0	0	1	0	0	0	0	0	0	0	0	0	饭，我真的好难过，我不知道怎么说出来我压抑的要死了要喘不过气来了
1	0	0	0	0	0	0	0	0	0	0	0	没有继续的勇气，也没有放弃的勇气。活在黑白的边缘，真的好想解脱
0	0	1	0	0	0	0	0	0	0	0	0	不敢去医院开药，快疯了。每天对自己说“滚”，每天装得像个正常了。一个人好累。
0	0	0	0	0	1	0	0	0	0	0	0	是的，生命必然黑暗，一个人终究永远会一个人，两个人终究不会成为一个人
0	0	0	0	0	0	0	0	1	0	0	0	走饭 夏天马上就要来了 我低下头 就能看见手臂上的纹身 那个在我最难熬的时候刻下的纹身 「不如我们从头再来过」 我已经不想再跟他从头来过了 可我每次看到我的手臂 都觉得 这句话 他应该对我说的
0	0	0	0	0	0	1	0	0	0	0	0	头疼 被舍友吵了一整天 吵的我想跳楼 连着吃好几天药还是胃疼 爬马桶上吐了半天什么也没吐出来
0	0	0	0	0	0	0	0	0	1	0	0	厌恶自己的一切，不敢和别人对视，极度的自卑
0	0	1	0	0	0	1	0	0	0	0	0	感觉自己要被撕裂了。让我难受的东西像一汪水填在心里，没有一个出口。我不想活着了，但是我知道我不可能死，因为我死了爱我的人会痛苦。我恨他们的不理解但我舍不得伤害他们。我希望自己得绝症，这样就可以给他们接受我要死去的时间。
0	0	0	0	0	0	0	0	0	0	0	1	饭，好。我已经很久没感觉到我开心了，一直也不懂事，19岁了不读书，整天也在家里不工作，家里上上下下都给我灌输负能量，从小到大包括读书也没听到一句鼓励的话，造成了一个内向，怕事的我。我没有理想或者愿望，反正我觉得活着是好的，就算是当个乞丐也能体验一下这短暂的人生吧。
0	0	0	0	0	1	0	0	0	0	0	0	你才22.我24才毕业，找不到什么好工作，好的都需要考试自己又考不上，身边朋友该结婚的也都结了
0	0	1	0	0	0	0	0	0	0	0	0	我不喜欢这个世界 我也不喜欢自己
0	0	1	0	0	0	0	0	0	0	0	0	饭 厦门自杀一次 北京自杀一次 初三家里报了一次失踪 三次了见警察 进去两回了 为什么我要这么惨 为什么欺负我的人活的那么好 为什么我这么累 为什么没有一种药 能让我没有痛苦死掉 为什么没有一种药 能让欺负我的那个男人万劫不复的痛苦死掉 好累 好想睡
0	0	0	0	0	0	1	0	1	1	0	0	我是不是很没用，不小心碰了孩子一下，和他大吵了一顿，然后被他推到了地上。我是不是很没用，连孩子都照顾不好。我是不是很该死……
0	0	0	0	0	1	0	0	0	0	0	0	那我死了大家都解脱
0	0	0	0	0	0	0	0	1	0	0	0	饭饭，很遗憾，现在才认识你，真的很羡慕你做了至少算是解脱的事。我好像得病了，又好像没有，一个极度否认自己的人，怎么配拥有自信呢，每天都活在别人的评价中，连自信，都是靠别人的肯定。伤心伤心伤心其实我在想，如果不是因为害怕爸爸妈妈奶奶以后没有依靠，我真的撑不了这么久伤心
0	0	1	0	0	0	0	0	0	1	0	0	一无是处的我，真的很想离开，真的好想一睡不醒，不用再面对所谓的人际关系，处事原则，讨人喜欢，变得机灵，一个从小被父母说傻，说笨，自尊心从小就被践踏，还要再坚持到什么时候，才会灭亡，我好痛苦，我就一个人，我不想再苦了，我想睡觉，我想离开
